"vaccine","var","char","coef","hr","ci_low","ci_upp"
"DTP-D2","Husband's Occupation","Agricultural","0.203510404150597","1.22569790992051","1.1848271312738","1.26797853182882"
"DTP-D2","Husband's Occupation","Household","0.283479202707649","1.32774126660343","1.27982080698721","1.37745601682447"
"DTP-D2","Husband's Occupation","Manual","0.265139587586513","1.30361293126153","1.25974613041873","1.34900725909546"
"DTP-D3","Sex at birth","Male",NA,"1","1","1"
"DTP-D3","Sex at birth","Female","-0.00568129651176521","0.994334811533964","0.982562609359104","1.00624805789545"
"DTP-D3","Urban/Rural","Urban",NA,"1","1","1"
"DTP-D3","Urban/Rural","Rural","-0.00771374932864169","0.992315925285843","0.976606811084713","1.00827772692083"
"DTP-D3","Wealth Quintile","Poorest",NA,"1","1","1"
"DTP-D3","Wealth Quintile","Poor","0.148904750831291","1.1605624413366","1.13990309214593","1.18159621596038"
"DTP-D3","Wealth Quintile","Middle","0.226617697050431","1.25435023446905","1.23076306463599","1.27838944466366"
"DTP-D3","Wealth Quintile","Rich","0.282756130517649","1.32678156082813","1.29900502333452","1.35515204216434"
"DTP-D3","Wealth Quintile","Richest","0.38172696555071","1.46481208636741","1.42834597841674","1.50220918516285"
"DTP-D3","Mother's Education","None",NA,"1","1","1"
"DTP-D3","Mother's Education","Primary","0.305262281841686","1.35698086777688","1.33251222526006","1.38189882284429"
"DTP-D3","Mother's Education","Secondary","0.496489263602381","1.64294319351319","1.61126741226983","1.6752416864863"
"DTP-D3","Mother's Education","Higher","0.604066393809332","1.82954333831708","1.77656380246305","1.88410279559887"
"DTP-D3","Mother's Marital Status","Not married",NA,"1","1","1"
"DTP-D3","Mother's Marital Status","Married/Living together","-0.106225918876813","0.899221474020944","0.744956096755225","1.08543209843155"
"DTP-D3","Mother's Marital Status","Widowed/Divorced/Not living together","-0.261661466350142","0.769771573182932","0.635773226194735","0.932011998094161"
"DTP-D3","Husband's Occupation","No work",NA,"1","1","1"
"DTP-D3","Husband's Occupation","Prof/Manager/Clerical/Sales","0.220845136069389","1.24713028011127","1.20336705639464","1.29248505458533"
"DTP-D3","Husband's Occupation","Agricultural","0.199266876996183","1.22050764785431","1.1789270593672","1.26355477774039"
"DTP-D3","Husband's Occupation","Household","0.250273891728588","1.28437714879473","1.23709800965092","1.33346319166059"
"DTP-D3","Husband's Occupation","Manual","0.246192769438377","1.27914613005779","1.23519604488245","1.3246600236625"
"OPV-BD","Sex at birth","Male",NA,"1","1","1"
"OPV-BD","Sex at birth","Female","0.00287361018658823","1.00287774296205","0.988281622337583","1.01768943648849"
"OPV-BD","Urban/Rural","Urban",NA,"1","1","1"
"OPV-BD","Urban/Rural","Rural","-0.103212566563823","0.901935231830286","0.884083098827382","0.920147849784407"
"OPV-BD","Wealth Quintile","Poorest",NA,"1","1","1"
"OPV-BD","Wealth Quintile","Poor","0.213010924178921","1.23739816872876","1.20914787652079","1.26630849518509"
"OPV-BD","Wealth Quintile","Middle","0.327563952745363","1.38758378825314","1.3547119266597","1.42125328014963"
"OPV-BD","Wealth Quintile","Rich","0.427419731353244","1.53329609912576","1.49362257599184","1.57402342826339"
"OPV-BD","Wealth Quintile","Richest","0.547378519902783","1.72871527997108","1.67584859796988","1.7832497057465"
"OPV-BD","Mother's Education","None",NA,"1","1","1"
"OPV-BD","Mother's Education","Primary","0.264940552929266","1.30335349292804","1.27566305973541","1.33164499400027"
"OPV-BD","Mother's Education","Secondary","0.424461289857553","1.52876663570083","1.49512054683388","1.56316989381305"
"OPV-BD","Mother's Education","Higher","0.495257940728388","1.64092144494642","1.58287404636474","1.70109756658717"
"OPV-BD","Mother's Marital Status","Not married",NA,"1","1","1"
"OPV-BD","Mother's Marital Status","Married/Living together","0.0382839056629204","1.03902617642385","0.86191282477809","1.25253432163737"
"OPV-BD","Mother's Marital Status","Widowed/Divorced/Not living together","-0.0110109316546988","0.989049466769022","0.814279792533882","1.20133012839734"
"OPV-BD","Husband's Occupation","No work",NA,"1","1","1"
"OPV-BD","Husband's Occupation","Prof/Manager/Clerical/Sales","0.248998807620338","1.28274050355521","1.23002660120667","1.33771350785983"
"OPV-BD","Husband's Occupation","Agricultural","0.133305501605178","1.14259901084813","1.09686736774758","1.19023734134058"
"OPV-BD","Husband's Occupation","Household","0.281335237472242","1.32489768484566","1.26719011169128","1.38523324883476"
"OPV-BD","Husband's Occupation","Manual","0.285985589298241","1.33107327341412","1.27722284338302","1.38719415204356"
"OPV-D1","Sex at birth","Male",NA,"1","1","1"
"OPV-D1","Sex at birth","Female","0.00151584206753464","1.00151699153685","0.989339327091052","1.01384454945933"
"OPV-D1","Urban/Rural","Urban",NA,"1","1","1"
"OPV-D1","Urban/Rural","Rural","-0.0313954414363587","0.969092278053256","0.953195706143983","0.985253959212222"
"OPV-D1","Wealth Quintile","Poorest",NA,"1","1","1"
"OPV-D1","Wealth Quintile","Poor","0.134128736599901","1.14354002562379","1.12247449403249","1.16500089503666"
"OPV-D1","Wealth Quintile","Middle","0.202925525483049","1.22498123496452","1.20135116058577","1.24907610301347"
"OPV-D1","Wealth Quintile","Rich","0.262445799768614","1.30010600021278","1.27238052621218","1.3284356188798"
"OPV-D1","Wealth Quintile","Richest","0.321566506088862","1.37928673394195","1.34408788155437","1.41540737070569"
"OPV-D1","Mother's Education","None",NA,"1","1","1"
"OPV-D1","Mother's Education","Primary","0.286614801320793","1.33191106426705","1.30735271630113","1.35693073567482"
"OPV-D1","Mother's Education","Secondary","0.428732767663258","1.53531069490718","1.50560945947287","1.56559784814425"
"OPV-D1","Mother's Education","Higher","0.49673820930957","1.64335224808245","1.59588484226326","1.69223150678447"
"OPV-D1","Mother's Marital Status","Not married",NA,"1","1","1"
"OPV-D1","Mother's Marital Status","Married/Living together","-0.185874994025001","0.830377390629592","0.69318554463512","0.994721566549349"
"OPV-D1","Mother's Marital Status","Widowed/Divorced/Not living together","-0.241057273574935","0.785796619717928","0.651969657898284","0.947093657012573"
"OPV-D1","Husband's Occupation","No work",NA,"1","1","1"
"OPV-D1","Husband's Occupation","Prof/Manager/Clerical/Sales","0.267959572862604","1.3072942887808","1.26253416817481","1.35364127210082"
"OPV-D1","Husband's Occupation","Agricultural","0.206984789863596","1.22996386372034","1.18914227574404","1.2721867996084"
"OPV-D1","Husband's Occupation","Household","0.296540299778516","1.34519677003681","1.2967071191628","1.39549966478612"
"OPV-D1","Husband's Occupation","Manual","0.296192251150561","1.34472865761434","1.29965819810966","1.39136210215841"
"OPV-D2","Sex at birth","Male",NA,"1","1","1"
"OPV-D2","Sex at birth","Female","0.00225297125219246","1.00225551109897","0.989861617074177","1.01480458702641"
"OPV-D2","Urban/Rural","Urban",NA,"1","1","1"
"OPV-D2","Urban/Rural","Rural","-0.0123985196265605","0.987678025343218","0.971187218862735","1.00444884652436"
"OPV-D2","Wealth Quintile","Poorest",NA,"1","1","1"
"OPV-D2","Wealth Quintile","Poor","0.140336230238022","1.15066062071737","1.12902938382928","1.17270629359447"
"OPV-D2","Wealth Quintile","Middle","0.204077535060259","1.22639323824359","1.2022789119237","1.25099122998262"
"OPV-D2","Wealth Quintile","Rich","0.268439933133005","1.30792241186946","1.27953220517953","1.33694253926998"
"OPV-D2","Wealth Quintile","Richest","0.338622515060126","1.40301362872374","1.36659909764879","1.44039846489818"
"OPV-D2","Mother's Education","None",NA,"1","1","1"
"OPV-D2","Mother's Education","Primary","0.290624857481394","1.33726282569602","1.31214771695634","1.36285864912877"
"OPV-D2","Mother's Education","Secondary","0.462362143619982","1.5878202180801","1.55659582946298","1.61967094940356"
"OPV-D2","Mother's Education","Higher","0.543769193993234","1.72248702977465","1.67198765552116","1.77451164662881"
"OPV-D2","Mother's Marital Status","Not married",NA,"1","1","1"
"OPV-D2","Mother's Marital Status","Married/Living together","-0.0873480439937622","0.916358107190024","0.762752003337027","1.10089803361926"
"OPV-D2","Mother's Marital Status","Widowed/Divorced/Not living together","-0.219108055677727","0.803234919370574","0.664379167102793","0.971111629688455"
"OPV-D2","Husband's Occupation","No work",NA,"1","1","1"
"OPV-D2","Husband's Occupation","Prof/Manager/Clerical/Sales","0.263815473537639","1.30188794135867","1.25661012721974","1.34879719265443"
"OPV-D2","Husband's Occupation","Agricultural","0.213243576680637","1.23768608599937","1.19593473158058","1.28089502464059"
"OPV-D2","Husband's Occupation","Household","0.289124415993212","1.33525784562554","1.28641438404984","1.38595582917198"
"OPV-D2","Husband's Occupation","Manual","0.283211769878378","1.32738623247597","1.282178812067","1.37418758880152"
"OPV-D3","Sex at birth","Male",NA,"1","1","1"
"OPV-D3","Sex at birth","Female","-0.00542037704505764","0.994594286692306","0.98290340796705","1.00642421941235"
"OPV-D3","Urban/Rural","Urban",NA,"1","1","1"
"OPV-D3","Urban/Rural","Rural","0.0265463681628983","1.02690186171058","1.01070343441228","1.04335989933374"
"OPV-D3","Wealth Quintile","Poorest",NA,"1","1","1"
"OPV-D3","Wealth Quintile","Poor","0.12629440060566","1.13461615080027","1.11458717126582","1.15500504836674"
"OPV-D3","Wealth Quintile","Middle","0.183723997712869","1.20168410975888","1.17928541523799","1.22450823268732"
"OPV-D3","Wealth Quintile","Rich","0.226734281479202","1.25449648069946","1.2284475668009","1.28109775510053"
"OPV-D3","Wealth Quintile","Richest","0.286721610236815","1.33205333184164","1.29900322318742","1.36594432346102"
"OPV-D3","Mother's Education","None",NA,"1","1","1"
"OPV-D3","Mother's Education","Primary","0.248572209436055","1.28219340548931","1.25920915552485","1.30559718523888"
"OPV-D3","Mother's Education","Secondary","0.403003642840352","1.49631234248063","1.46776357496999","1.52541639841802"
"OPV-D3","Mother's Education","Higher","0.481510882864919","1.61851794680561","1.57261165410448","1.66576429552379"
"OPV-D3","Mother's Marital Status","Not married",NA,"1","1","1"
"OPV-D3","Mother's Marital Status","Married/Living together","-0.0932426001756433","0.910972471404832","0.755315746346724","1.09870719321199"
"OPV-D3","Mother's Marital Status","Widowed/Divorced/Not living together","-0.252328345486308","0.776989575160532","0.642343295423021","0.939860047127234"
"OPV-D3","Husband's Occupation","No work",NA,"1","1","1"
"OPV-D3","Husband's Occupation","Prof/Manager/Clerical/Sales","0.198450433146465","1.21951157856434","1.17650896454165","1.26408598240632"
"OPV-D3","Husband's Occupation","Agricultural","0.203244650639902","1.22537221967648","1.18340195456802","1.26883099268073"
"OPV-D3","Husband's Occupation","Household","0.225782100201728","1.25330254115153","1.20697390431984","1.30140946215573"
"OPV-D3","Husband's Occupation","Manual","0.223152905046266","1.25001169221975","1.20685564173983","1.29471096346993"
"MCV-D1","Sex at birth","Male",NA,"1","1","1"
"MCV-D1","Sex at birth","Female","0.00730346780803777","1.00733020317638","0.99477569572018","1.02004315404666"
"MCV-D1","Urban/Rural","Urban",NA,"1","1","1"
"MCV-D1","Urban/Rural","Rural","0.055779938425562","1.05736497273152","1.039584331869","1.07544972667058"
"MCV-D1","Wealth Quintile","Poorest",NA,"1","1","1"
"MCV-D1","Wealth Quintile","Poor","0.140278412826303","1.15059409442172","1.12903633806129","1.17256347337004"
"MCV-D1","Wealth Quintile","Middle","0.21324905033877","1.23769286068842","1.21322749763417","1.26265158050432"
"MCV-D1","Wealth Quintile","Rich","0.270328457182066","1.31039478863526","1.28149332117261","1.33994806973415"
"MCV-D1","Wealth Quintile","Richest","0.358367155471617","1.43099092018685","1.39327747732776","1.46972519615021"
"MCV-D1","Mother's Education","None",NA,"1","1","1"
"MCV-D1","Mother's Education","Primary","0.290148662416906","1.33662617933446","1.31089317956292","1.36286432116301"
"MCV-D1","Mother's Education","Secondary","0.477772097342057","1.61247795349322","1.57902968743689","1.64663474739489"
"MCV-D1","Mother's Education","Higher","0.550191750470968","1.73358540181625","1.68074189825866","1.78809033588327"
"MCV-D1","Mother's Marital Status","Not married",NA,"1","1","1"
"MCV-D1","Mother's Marital Status","Married/Living together","-0.177713563231354","0.837182188909271","0.682333647253685","1.02717200045441"
"MCV-D1","Mother's Marital Status","Widowed/Divorced/Not living together","-0.285566308377968","0.751588502911483","0.610740831794286","0.924918145801971"
"MCV-D1","Husband's Occupation","No work",NA,"1","1","1"
"MCV-D1","Husband's Occupation","Prof/Manager/Clerical/Sales","0.199847397880056","1.2212163837309","1.17619287455739","1.26796334865911"
"MCV-D1","Husband's Occupation","Agricultural","0.190420010955124","1.20975760241206","1.16644706908105","1.25467626897701"
"MCV-D1","Husband's Occupation","Household","0.215245475068406","1.2401662895089","1.19210727367638","1.29016277276049"
"MCV-D1","Husband's Occupation","Manual","0.195087362300469","1.21541716349116","1.17163837824409","1.26083176237604"
"MCV-D2","Sex at birth","Male",NA,"1","1","1"
"MCV-D2","Sex at birth","Female","-0.0191239887282131","0.981057714603156","0.958477241123106","1.00417015458247"
"MCV-D2","Urban/Rural","Urban",NA,"1","1","1"
"MCV-D2","Urban/Rural","Rural","0.136916949004046","1.14673290725547","1.11174985063765","1.18281676388656"
"MCV-D2","Wealth Quintile","Poorest",NA,"1","1","1"
"MCV-D2","Wealth Quintile","Poor","0.1630004770756","1.17703725122409","1.13643125198953","1.21909414964058"
"MCV-D2","Wealth Quintile","Middle","0.215764635925531","1.24081030246143","1.1959362091927","1.28736816801769"
"MCV-D2","Wealth Quintile","Rich","0.281297287277466","1.32484740567452","1.27186896532157","1.38003261041812"
"MCV-D2","Wealth Quintile","Richest","0.330506500067294","1.39167283236567","1.32521554363184","1.46146284025381"
"MCV-D2","Mother's Education","None",NA,"1","1","1"
"MCV-D2","Mother's Education","Primary","0.187897463720199","1.20670977747452","1.16250185987378","1.25259884505537"
"MCV-D2","Mother's Education","Secondary","0.358135084630725","1.43065886745206","1.37908006005904","1.48416676761434"
"MCV-D2","Mother's Education","Higher","0.42602391665265","1.5311573948549","1.45492319312545","1.61138607102863"
"MCV-D2","Mother's Marital Status","Not married",NA,"1","1","1"
"MCV-D2","Mother's Marital Status","Married/Living together","-0.296171076469193","0.743660194376815","0.514266487081273","1.07537725788685"
"MCV-D2","Mother's Marital Status","Widowed/Divorced/Not living together","-0.444235062639332","0.641314653992979","0.435281675114423","0.944869745132321"
"MCV-D2","Husband's Occupation","No work",NA,"1","1","1"
"MCV-D2","Husband's Occupation","Prof/Manager/Clerical/Sales","0.182377493872005","1.20006712637107","1.12299981524902","1.28242328114468"
"MCV-D2","Husband's Occupation","Agricultural","0.245137654290082","1.27779719536494","1.19779519750778","1.36314261058965"
"MCV-D2","Husband's Occupation","Household","0.227851110894254","1.25589832193324","1.17280790039417","1.34487548600638"
"MCV-D2","Husband's Occupation","Manual","0.200912584431746","1.22251790005533","1.14629103885747","1.30381374824787"
"HepB-BD","Sex at birth","Male",NA,"1","1","1"
"HepB-BD","Sex at birth","Female","-0.02183500142187","0.978401656615861","0.953616865350894","1.0038306121153"
"HepB-BD","Urban/Rural","Urban",NA,"1","1","1"
"HepB-BD","Urban/Rural","Rural","-0.0508173987023227","0.950452208494468","0.920282240960711","0.981611249706358"
"HepB-BD","Wealth Quintile","Poorest",NA,"1","1","1"
"HepB-BD","Wealth Quintile","Poor","0.219285499525613","1.24518672616441","1.1969940132205","1.29531974754365"
"HepB-BD","Wealth Quintile","Middle","0.346076951451554","1.41351138338545","1.35595099026231","1.47351522681047"
"HepB-BD","Wealth Quintile","Rich","0.450339944539329","1.56884541528273","1.49933913670498","1.64157386197673"
"HepB-BD","Wealth Quintile","Richest","0.509314771627158","1.66415048103947","1.579806366613","1.75299763443876"
"HepB-BD","Mother's Education","None",NA,"1","1","1"
"HepB-BD","Mother's Education","Primary","0.260393968496337","1.29744113692411","1.24042387179155","1.35707925497408"
"HepB-BD","Mother's Education","Secondary","0.455757108434403","1.57736716905207","1.51355668586993","1.6438678572341"
"HepB-BD","Mother's Education","Higher","0.501037044412108","1.65043195475539","1.56114272705141","1.74482806093103"
"HepB-BD","Mother's Marital Status","Not married",NA,"1","1","1"
"HepB-BD","Mother's Marital Status","Married/Living together","-0.0135163232452495","0.986574612086946","0.695740072223134","1.39898433922942"
"HepB-BD","Mother's Marital Status","Widowed/Divorced/Not living together","-0.0457245729291563","0.955305042828995","0.646186072603902","1.4122986606273"
"HepB-BD","Husband's Occupation","No work",NA,"1","1","1"
"HepB-BD","Husband's Occupation","Prof/Manager/Clerical/Sales","0.130017411626662","1.13884821235189","1.04608475260045","1.23983763987857"
"HepB-BD","Husband's Occupation","Agricultural","0.0528552133588722","1.05427698884429","0.967775578812344","1.14851004048958"
"HepB-BD","Husband's Occupation","Household","0.214636495480513","1.23941128346796","1.13614177281432","1.35206746758597"
"HepB-BD","Husband's Occupation","Manual","0.222535238995803","1.24923984083253","1.14759092616885","1.3598924009736"
"HepB-D1","Sex at birth","Male",NA,"1","1","1"
"HepB-D1","Sex at birth","Female","-0.00966791083966561","0.990378673166128","0.976472702967649","1.00448267860571"
"HepB-D1","Urban/Rural","Urban",NA,"1","1","1"
"HepB-D1","Urban/Rural","Rural","-0.0656350218671388","0.936472593944714","0.919169639249171","0.954101268973491"
"HepB-D1","Wealth Quintile","Poorest",NA,"1","1","1"
"HepB-D1","Wealth Quintile","Poor","0.156810935378672","1.1697744300329","1.14508908403649","1.19499193227413"
"HepB-D1","Wealth Quintile","Middle","0.261447126273409","1.29880826692319","1.27008495876323","1.3281811603144"
"HepB-D1","Wealth Quintile","Rich","0.320197606940588","1.37739992122943","1.34379646543831","1.41184367707353"
"HepB-D1","Wealth Quintile","Richest","0.400905405020355","1.49317601486439","1.44952759333083","1.53813878509413"
"HepB-D1","Mother's Education","None",NA,"1","1","1"
"HepB-D1","Mother's Education","Primary","0.341320727992291","1.40680437005458","1.37712247661199","1.43712601400106"
"HepB-D1","Mother's Education","Secondary","0.52157648958143","1.68468144005111","1.64703979116776","1.72318335578305"
"HepB-D1","Mother's Education","Higher","0.627040827360394","1.87206261814621","1.80978390624317","1.93648447981587"
"HepB-D1","Mother's Marital Status","Not married",NA,"1","1","1"
"HepB-D1","Mother's Marital Status","Married/Living together","-0.188619426158468","0.828101600539989","0.690551192654965","0.993050577728173"
"HepB-D1","Mother's Marital Status","Widowed/Divorced/Not living together","-0.304312733762303","0.737630148524293","0.597660336800943","0.910380365751439"
"HepB-D1","Husband's Occupation","No work",NA,"1","1","1"
"HepB-D1","Husband's Occupation","Prof/Manager/Clerical/Sales","0.241318666735416","1.27292661005046","1.22690426721872","1.32067529461586"
"HepB-D1","Husband's Occupation","Agricultural","0.172028288750984","1.18771143161161","1.14642066468385","1.23048937291261"
"HepB-D1","Husband's Occupation","Household","0.283509714601836","1.32778177912252","1.27712793280879","1.38044467408397"
"HepB-D1","Husband's Occupation","Manual","0.290488015547888","1.33707984458538","1.2899069940698","1.38597784105024"
"HepB-D2","Sex at birth","Male",NA,"1","1","1"
"HepB-D2","Sex at birth","Female","-0.00779071098835788","0.992239557943987","0.978085748419738","1.00659818624243"
"HepB-D2","Urban/Rural","Urban",NA,"1","1","1"
"HepB-D2","Urban/Rural","Rural","-0.0252407815303465","0.975075103685043","0.95669291143906","0.993810497034251"
"HepB-D2","Wealth Quintile","Poorest",NA,"1","1","1"
"HepB-D2","Wealth Quintile","Poor","0.157901334081514","1.17105064621981","1.14585463223292","1.19680069132284"
"HepB-D2","Wealth Quintile","Middle","0.25883670653476","1.29542225356731","1.26624886240148","1.32526777702672"
"HepB-D2","Wealth Quintile","Rich","0.318770607065119","1.37543577346597","1.34134127845041","1.41039688953393"
"HepB-D2","Wealth Quintile","Richest","0.394541821191922","1.48370423332456","1.43974674598087","1.52900380440553"
"HepB-D2","Mother's Education","None",NA,"1","1","1"
"HepB-D2","Mother's Education","Primary","0.330259336881894","1.39132890458028","1.36145619497736","1.42185707322942"
"HepB-D2","Mother's Education","Secondary","0.529201288827768","1.69757589416659","1.65913173376375","1.73691085391887"
"HepB-D2","Mother's Education","Higher","0.648024797986982","1.91176098312092","1.8475206984894","1.97823497164161"
"HepB-D2","Mother's Marital Status","Not married",NA,"1","1","1"
"HepB-D2","Mother's Marital Status","Married/Living together","-0.0543025635679519","0.94714549142509","0.787466112334287","1.13920404684799"
"HepB-D2","Mother's Marital Status","Widowed/Divorced/Not living together","-0.141182599636042","0.868330740343422","0.701124614859267","1.07541264226859"
"HepB-D2","Husband's Occupation","No work",NA,"1","1","1"
"HepB-D2","Husband's Occupation","Prof/Manager/Clerical/Sales","0.250134639857743","1.28419830932604","1.23710891694859","1.33308011532537"
"HepB-D2","Husband's Occupation","Agricultural","0.190151133332868","1.20943236939032","1.16671917785006","1.25370927631829"
"HepB-D2","Husband's Occupation","Household","0.291602666374027","1.33857105267253","1.28678672171168","1.39243934742303"
"HepB-D2","Husband's Occupation","Manual","0.298873769349116","1.34833941096866","1.30007744085972","1.39839298032053"
"HepB-D3","Sex at birth","Male",NA,"1","1","1"
"HepB-D3","Sex at birth","Female","-0.00499813027407628","0.995014339595048","0.980507845682305","1.00973545531481"
"HepB-D3","Urban/Rural","Urban",NA,"1","1","1"
"HepB-D3","Urban/Rural","Rural","-0.00563510270139183","0.994380744708602","0.975246066678677","1.01389085199256"
"HepB-D3","Wealth Quintile","Poorest",NA,"1","1","1"
"HepB-D3","Wealth Quintile","Poor","0.162789409220631","1.1767888427127","1.15083819340979","1.20332466220122"
"HepB-D3","Wealth Quintile","Middle","0.259678665789684","1.29651340561106","1.26667363856241","1.32705612539388"
"HepB-D3","Wealth Quintile","Rich","0.309587661842958","1.36286303782407","1.32835927881845","1.39826302227449"
"HepB-D3","Wealth Quintile","Richest","0.39562314674377","1.48530946835786","1.44050975434585","1.53150244914193"
"HepB-D3","Mother's Education","None",NA,"1","1","1"
"HepB-D3","Mother's Education","Primary","0.319430805303149","1.37634413355601","1.34604465011083","1.40732565878708"
"HepB-D3","Mother's Education","Secondary","0.531807072337053","1.70200517780823","1.66262110436741","1.74232217892374"
"HepB-D3","Mother's Education","Higher","0.651479352803598","1.91837668680961","1.85286718543117","1.98620232547225"
"HepB-D3","Mother's Marital Status","Not married",NA,"1","1","1"
"HepB-D3","Mother's Marital Status","Married/Living together","-0.10676285281985","0.898738781087941","0.74422272034966","1.08533557837624"
